age,city,country,education_среднее
39,1205,32,1.0
29,1150,32,1.0
49,1134,32,1.0
56,1134,32,1.0
39,1134,32,1.0
46,1153,32,1.0
41,1134,32,1.0
47,1134,32,1.0
37,1167,32,1.0
42,1134,32,1.0
36,1178,32,1.0
28,1203,32,1.0
24,1188,32,0.0
53,1167,32,1.0
53,1204,32,1.0
36,1188,32,1.0
49,1177,32,1.0
37,1202,32,1.0
40,1134,32,1.0
38,1134,32,1.0
39,1153,32,1.0
17,1157,32,0.0
36,1201,32,1.0
50,1134,32,1.0
34,1188,32,1.0
48,1159,32,1.0
38,1188,32,1.0
22,1134,32,0.0
21,1188,32,0.0
23,1201,32,0.0
41,1170,32,1.0
34,1134,32,1.0
39,1178,32,1.0
37,1134,32,1.0
22,1185,32,0.0
15,1134,32,0.0
46,1183,32,1.0
63,1188,32,1.0
64,1197,32,1.0
37,1192,32,1.0
31,1134,32,1.0
16,1188,32,0.0
49,1156,32,1.0
36,1183,32,1.0
39,1187,32,1.0
69,1188,32,1.0
26,1134,32,1.0
43,1134,32,1.0
31,1202,32,1.0
58,1179,32,1.0
34,1157,32,1.0
45,1177,32,1.0
27,1188,32,1.0
28,1178,32,1.0
30,1159,32,1.0
47,1134,32,1.0
51,1134,32,1.0
25,1188,32,0.0
54,1134,32,1.0
61,1156,32,1.0
30,1194,32,1.0
21,1188,32,0.0
51,1188,32,1.0
33,1134,32,1.0
35,1188,32,1.0
31,1203,32,1.0
34,1177,32,0.0
36,1188,32,1.0
48,1134,32,1.0
65,1164,32,1.0
42,1154,32,1.0
46,1208,32,0.0
27,1158,32,1.0
29,1167,32,1.0
42,1162,32,1.0
39,1159,32,1.0
17,204,32,0.0
45,1156,32,1.0
42,1134,32,1.0
35,1162,32,1.0
38,1182,32,1.0
32,1188,32,1.0
38,1160,32,1.0
29,1135,32,1.0
47,1158,32,1.0
35,1171,32,0.0
39,1134,32,1.0
30,1198,32,0.0
37,1188,32,1.0
51,1134,32,0.0
24,1185,32,0.0
56,1134,32,1.0
41,1134,32,1.0
26,1177,32,0.0
39,1134,32,1.0
36,1188,32,1.0
44,1188,32,1.0
30,1134,32,1.0
22,1195,32,0.0
38,1167,32,1.0
17,1141,32,0.0
54,1205,32,0.0
30,1202,32,1.0
36,1202,32,1.0
54,1188,32,1.0
39,1184,32,1.0
35,1134,32,1.0
35,1188,32,1.0
29,1134,32,1.0
55,1197,32,1.0
47,1171,32,1.0
33,1134,32,1.0
25,1188,32,1.0
45,1188,32,1.0
24,1167,32,0.0
30,1145,32,1.0
47,1134,32,1.0
14,1187,32,1.0
56,1179,32,1.0
45,1204,32,1.0
44,1211,32,1.0
37,1134,32,1.0
54,1182,32,1.0
35,1157,32,1.0
47,1182,32,1.0
40,1182,32,1.0
44,1092,32,1.0
46,1134,32,1.0
33,1134,32,1.0
33,1177,32,1.0
18,1188,32,0.0
50,1187,32,1.0
51,1134,32,1.0
37,1190,32,1.0
33,1157,32,1.0
34,1202,32,1.0
23,1134,32,0.0
53,1204,32,1.0
16,1134,32,0.0
24,1134,32,0.0
45,1192,32,1.0
17,1179,32,0.0
47,1183,32,1.0
28,1153,32,1.0
33,1134,32,1.0
61,1166,32,1.0
25,1200,32,0.0
33,1188,32,1.0
39,1158,32,1.0
47,1134,32,1.0
32,1134,32,1.0
21,1195,32,0.0
19,1134,32,0.0
36,1201,32,1.0
31,1188,32,1.0
40,1188,32,1.0
53,1156,32,1.0
24,1201,32,0.0
32,1178,32,1.0
20,1178,32,0.0
33,1157,32,1.0
36,1183,32,1.0
37,1134,32,1.0
28,1159,32,1.0
40,1168,32,1.0
56,1167,32,1.0
56,1188,32,1.0
33,1165,32,1.0
48,1192,32,1.0
42,2,32,1.0
39,1188,32,1.0
48,1188,32,1.0
37,1134,32,1.0
25,1177,32,0.0
22,1168,32,0.0
28,1179,32,1.0
30,1179,32,1.0
35,1187,32,1.0
45,1134,32,1.0
60,1134,32,1.0
49,1134,32,1.0
37,1162,32,1.0
47,1196,32,1.0
36,1188,32,1.0
37,1162,32,1.0
53,1157,32,0.0
21,1178,32,0.0
40,1157,32,1.0
44,1183,32,1.0
48,1167,32,1.0
24,1134,32,0.0
34,1188,32,1.0
19,1134,32,0.0
34,1181,32,1.0
55,1134,32,1.0
36,1157,32,1.0
42,1188,32,0.0
36,1181,32,0.0
19,1181,32,0.0
51,1177,32,1.0
18,1134,32,0.0
47,1134,32,1.0
50,1204,32,1.0
37,1178,32,1.0
25,1178,32,0.0
17,1177,32,0.0
18,1145,32,0.0
36,1188,32,1.0
52,1167,32,1.0
32,1152,32,1.0
62,1134,32,1.0
59,1134,32,1.0
61,1188,32,1.0
35,1134,32,1.0
35,1165,32,1.0
20,1182,32,0.0
37,1134,32,1.0
56,1162,32,1.0
53,1134,32,1.0
50,1134,32,1.0
36,1134,32,1.0
56,1160,32,1.0
21,1141,32,0.0
65,1177,32,1.0
48,1134,32,0.0
53,1195,32,1.0
32,1134,32,1.0
31,1204,32,1.0
53,1162,32,1.0
29,1168,32,1.0
45,1134,32,1.0
41,1188,32,1.0
36,1163,32,1.0
57,1188,32,1.0
41,1134,32,1.0
31,1180,32,1.0
45,1181,32,0.0
44,1156,32,1.0
53,1157,32,0.0
40,1134,32,1.0
38,1134,32,1.0
32,1134,32,1.0
26,1188,32,1.0
25,1150,32,0.0
16,1207,32,0.0
19,1134,32,0.0
40,1186,32,1.0
45,1160,32,1.0
20,2,32,0.0
45,1187,32,1.0
39,1165,32,1.0
46,1201,32,0.0
51,1134,32,1.0
25,1134,32,0.0
40,1156,32,1.0
18,1156,32,0.0
43,1159,32,1.0
48,1188,32,1.0
37,1181,32,1.0
43,1178,32,1.0
29,1157,32,0.0
22,1200,32,0.0
30,1177,32,1.0
44,1199,32,1.0
43,1153,32,1.0
66,1134,32,1.0
37,1204,32,1.0
23,1185,32,0.0
42,66,32,1.0
16,1162,32,0.0
45,1134,32,1.0
35,1134,32,1.0
54,1157,32,1.0
43,1183,32,1.0
22,10,32,0.0
33,1171,32,1.0
52,1188,32,1.0
33,1185,32,1.0
47,1165,32,1.0
30,1134,32,1.0
30,1134,32,1.0
48,1134,32,1.0
31,1202,32,1.0
62,1157,32,1.0
50,1171,32,1.0
63,1205,32,0.0
30,1162,32,1.0
28,1093,32,1.0
25,1017,32,0.0
23,1178,32,0.0
39,1204,32,1.0
32,1195,32,1.0
54,1179,32,1.0
35,1187,32,1.0
36,1188,32,1.0
61,1134,32,1.0
49,1134,32,1.0
49,1203,32,1.0
26,1188,32,1.0
39,1188,32,1.0
54,1184,32,1.0
44,1167,32,1.0
45,1156,32,1.0
33,1134,32,1.0
32,1134,32,1.0
22,104,32,0.0
25,1178,32,0.0
19,62,32,1.0
40,1187,32,1.0
31,1177,32,1.0
38,1134,32,1.0
41,1134,32,1.0
16,1157,32,0.0
47,1134,32,1.0
50,1134,32,1.0
39,1188,32,1.0
40,1169,32,1.0
39,1134,32,1.0
40,1204,32,1.0
53,580,32,1.0
32,1198,32,1.0
23,1159,32,0.0
35,1178,32,1.0
23,1160,32,0.0
38,1134,32,1.0
27,1208,32,0.0
40,1188,32,1.0
19,1190,32,0.0
40,1171,32,1.0
41,1179,32,1.0
48,1208,32,1.0
33,1134,32,1.0
21,1134,32,0.0
40,1134,32,1.0
52,1179,32,1.0
31,1156,32,1.0
26,1134,32,0.0
42,1204,32,1.0
22,1179,32,0.0
26,1201,32,0.0
21,1190,32,0.0
43,1167,32,1.0
35,1188,32,1.0
45,1158,32,1.0
37,1134,32,1.0
23,1134,32,0.0
34,1179,32,1.0
32,1171,32,1.0
50,1178,32,1.0
31,1167,32,1.0
23,1157,32,0.0
32,1188,32,1.0
27,1157,32,1.0
45,1162,32,1.0
32,1155,32,1.0
22,1134,32,0.0
40,1134,32,1.0
32,1164,32,1.0
43,1171,32,1.0
34,1171,32,1.0
32,1208,32,1.0
31,1137,32,1.0
66,1200,32,1.0
35,1159,32,1.0
31,1188,32,1.0
38,1179,32,1.0
32,1199,32,1.0
53,1168,32,1.0
20,1188,32,0.0
25,1134,32,0.0
49,1185,32,1.0
17,1134,32,0.0
23,1192,32,0.0
34,1185,32,1.0
38,1177,32,1.0
22,1201,32,0.0
35,1204,32,1.0
33,1134,32,1.0
47,1134,32,1.0
37,1204,32,0.0
26,1134,32,0.0
41,1141,32,1.0
34,1134,32,1.0
48,1183,32,1.0
49,1204,32,1.0
24,1201,32,0.0
29,1181,32,1.0
40,1196,32,1.0
33,1134,32,0.0
25,1178,32,0.0
38,1134,32,1.0
64,1160,32,0.0
20,1134,32,0.0
31,1204,32,1.0
33,1160,32,1.0
41,1155,32,1.0
65,1168,32,0.0
60,1162,32,1.0
34,1177,32,1.0
43,1190,32,0.0
41,1162,32,1.0
62,1167,32,1.0
42,1134,32,1.0
27,1157,32,0.0
41,1141,32,1.0
17,1198,32,0.0
33,1157,32,1.0
35,1188,32,1.0
27,1134,32,1.0
32,1171,32,1.0
30,1134,32,1.0
56,1134,32,1.0
19,1185,32,0.0
33,1187,32,1.0
50,1168,32,1.0
52,1157,32,1.0
45,1134,32,1.0
60,1157,32,1.0
66,0,32,1.0
15,1134,32,0.0
43,1188,32,1.0
26,1156,32,0.0
40,1204,32,1.0
41,1139,32,1.0
31,1171,32,1.0
19,1157,32,0.0
50,1134,32,1.0
38,1188,32,1.0
33,1188,32,1.0
64,1156,32,1.0
33,1159,32,1.0
35,1188,32,1.0
66,1162,32,1.0
35,1188,32,1.0
46,1188,32,1.0
25,1165,32,0.0
18,1197,32,0.0
29,1177,32,0.0
40,1134,32,1.0
44,1185,32,1.0
37,1178,32,0.0
46,1188,32,1.0
34,1141,32,1.0
43,1134,32,1.0
53,1179,32,1.0
31,1148,32,1.0
57,1159,32,1.0
36,1177,32,1.0
58,1157,32,1.0
39,1185,32,1.0
40,1157,32,1.0
30,1188,32,1.0
34,1188,32,1.0
24,1134,32,0.0
34,1204,32,1.0
20,1160,32,0.0
28,1134,32,1.0
37,1134,32,1.0
44,1167,32,1.0
33,1134,32,1.0
45,1134,32,1.0
47,1134,32,1.0
31,1134,32,0.0
39,1134,32,1.0
42,1198,32,1.0
39,1134,32,1.0
57,1165,32,1.0
16,1165,32,0.0
38,1188,32,1.0
36,1187,32,1.0
27,1134,32,1.0
47,1183,32,1.0
30,1202,32,1.0
32,1188,32,1.0
42,1154,32,1.0
33,1156,32,1.0
48,1157,32,1.0
40,1168,32,1.0
29,1177,32,1.0
54,1187,32,0.0
49,1183,32,1.0
27,1157,32,1.0
44,1157,32,1.0
41,1185,32,1.0
38,1167,32,1.0
52,2,32,1.0
46,1157,32,1.0
17,1182,32,0.0
42,1134,32,1.0
42,1134,32,1.0
17,1188,32,0.0
19,1201,32,0.0
42,1162,32,1.0
34,1134,32,1.0
43,1183,32,1.0
30,1204,32,0.0
73,1134,32,0.0
55,1183,32,1.0
32,1147,32,1.0
35,1134,32,1.0
68,1134,32,1.0
36,1187,32,1.0
20,1204,32,0.0
39,1155,32,1.0
18,1188,32,0.0
32,1188,32,1.0
40,1178,32,1.0
38,1157,32,1.0
41,1142,32,1.0
37,1202,32,1.0
53,1134,32,1.0
28,1199,32,0.0
18,1166,32,0.0
54,1188,32,1.0
26,1188,32,1.0
28,1186,32,1.0
21,1183,32,0.0
15,1195,32,0.0
47,1157,32,1.0
26,1207,32,0.0
27,1203,32,1.0
48,1187,32,1.0
32,1162,32,1.0
30,917,32,0.0
38,1134,32,1.0
40,1134,32,1.0
46,226,32,1.0
36,1134,32,1.0
50,1134,32,1.0
20,1134,32,0.0
40,1159,32,1.0
31,1188,32,1.0
20,1195,32,0.0
33,1188,32,1.0
29,1197,32,1.0
47,1197,32,1.0
27,1177,32,0.0
34,1134,32,1.0
32,1165,32,1.0
36,1188,32,1.0
16,1134,32,0.0
48,1157,32,0.0
58,1134,32,1.0
43,1201,32,1.0
36,1179,32,1.0
25,1158,32,0.0
42,1174,32,0.0
32,1201,32,1.0
45,1188,32,1.0
46,1142,32,1.0
19,1134,32,0.0
31,1157,32,1.0
72,1188,32,1.0
44,1177,32,1.0
54,1134,32,1.0
38,1199,32,1.0
37,1200,32,1.0
49,1203,32,1.0
54,1203,32,1.0
15,1134,32,0.0
34,1157,32,1.0
49,1188,32,1.0
63,1182,32,1.0
30,1178,32,1.0
39,1183,32,1.0
36,1203,32,1.0
56,1190,32,1.0
32,1177,32,1.0
25,1202,32,0.0
36,1188,32,1.0
35,1167,32,1.0
36,1203,32,1.0
34,1179,32,1.0
34,1134,32,1.0
41,1177,32,1.0
39,1200,32,1.0
43,1187,32,0.0
60,1144,32,1.0
31,1199,32,1.0
56,1188,32,1.0
38,1154,32,1.0
28,1188,32,0.0
18,1134,32,0.0
53,1134,32,1.0
27,1178,32,1.0
32,1163,32,1.0
24,1178,32,0.0
36,1204,32,1.0
44,1134,32,1.0
25,1193,32,0.0
36,1168,32,0.0
21,1155,32,0.0
22,1134,32,0.0
23,1134,32,0.0
38,1198,32,1.0
46,1160,32,1.0
30,1160,32,1.0
48,1156,32,1.0
70,1134,32,1.0
16,1158,32,0.0
59,1167,32,1.0
47,1134,32,1.0
36,1134,32,1.0
35,1157,32,1.0
62,1134,32,1.0
39,1134,32,1.0
62,1134,32,1.0
34,1134,32,1.0
37,1154,32,1.0
21,1186,32,0.0
19,1134,32,0.0
28,1185,32,0.0
33,1163,32,1.0
26,1134,32,0.0
32,1167,32,1.0
37,1166,32,1.0
31,1134,32,1.0
41,1164,32,1.0
24,804,32,0.0
44,1182,32,0.0
18,1188,32,0.0
37,1186,32,1.0
35,1150,32,1.0
30,1204,32,1.0
38,1134,32,1.0
47,1183,32,1.0
52,1157,32,1.0
43,1178,32,0.0
47,1134,32,1.0
33,1167,32,1.0
22,1196,32,0.0
33,1167,32,1.0
22,1196,32,0.0
48,1134,32,1.0
46,1177,32,1.0
39,1207,32,1.0
51,1167,32,1.0
31,1183,32,1.0
21,1188,32,0.0
45,1160,32,1.0
30,1157,32,1.0
27,1188,32,1.0
23,1134,32,0.0
55,1177,32,1.0
39,1134,32,1.0
57,9,32,1.0
47,1134,32,1.0
51,1188,32,1.0
63,1134,32,1.0
65,1202,32,1.0
27,1157,32,0.0
34,1134,32,1.0
65,1188,32,1.0
18,1134,32,0.0
32,1204,32,1.0
25,1188,32,0.0
40,1195,32,1.0
36,1134,32,1.0
44,1134,32,1.0
49,1188,32,1.0
33,1152,32,0.0
33,1203,32,1.0
45,1134,32,1.0
35,1208,32,1.0
29,1188,32,1.0
51,1142,32,1.0
36,1177,32,1.0
66,1155,32,1.0
24,1157,32,0.0
43,1158,32,1.0
16,1204,32,0.0
24,1179,32,0.0
35,1188,32,1.0
